,Unnamed: 0,날짜,기사제목
609,13, 2021.07.12 09:11,"카카오게임즈, 3일만에 하락...""오딘 효과 대부분 반영"""
610,0, 2021.07.12 11:17,"카카오게임즈, 너무 올랐나…4%대 하락"
611,1, 2021.07.12 09:15,"[특징주]카카오게임즈, 목표가 근접해 '홀드'…證의견에 4%대↓"
612,2, 2021.07.12 11:10,[주식 초고수는 지금] 신작 '오딘' 압도적 매출 1위 효과...카카오...
613,3, 2021.07.12 10:42,"카카오게임즈 ‘오딘’, 2030 사로잡았다…비중 60% 이상"
614,4, 2021.07.12 09:35,"코스피, 美 증시 훈풍에 1% 가까이 오름세…카카오게임즈 4%대↓"
615,5, 2021.07.12 09:11,"카카오게임즈, 3일만에 하락...""오딘 효과 대부분 반영"""
616,6, 2021.07.12 08:50,"이베스트證 ""카카오게임즈, 오딘 흥행에 목표가 올렸지만…투자의견 '보유..."
617,7, 2021.07.12 08:07,"카카오게임즈, 신작 '오딘' 매출순위 1위 지킬 것-이베스트"
618,8, 2021.07.12 07:54,"카카오게임즈, 오딘 전망치 상향에 목표가 30%↑…투자의견 `보유`↓"
619,9, 2021.07.11 08:31,[펀드와치]카카오게임즈 '훨훨'…게임펀드 수익률 선두
620,10, 2021.07.10 10:10,"""7일 만에 46% 올랐다""…'오딘' 카카오게임즈 하루 평균 매출 전망..."
621,11, 2021.07.10 08:02,"""7일만에 46% 올랐다""…'오딘 열풍' 카카오게임즈 주가 질주 어디..."
622,12, 2021.07.10 05:37,"카카오게임즈, '오딘 효과'에 7월에만 46% 급등"
623,13, 2021.07.09 16:40,"카카오게임즈, `시총 2위` 등극…더 갈까"
624,14, 2021.07.09 16:13,"[증시이슈] ‘오딘’ 효과 카카오게임즈, 단기과열종목 지정에도 5%대 ..."
625,0, 2021.07.10 10:10,"""7일 만에 46% 올랐다""…'오딘' 카카오게임즈 하루 평균 매출 전망..."
626,1, 2021.07.10 08:02,"""7일만에 46% 올랐다""…'오딘 열풍' 카카오게임즈 주가 질주 어디..."
627,2, 2021.07.10 05:37,"카카오게임즈, '오딘 효과'에 7월에만 46% 급등"
628,3, 2021.07.09 16:40,"카카오게임즈, `시총 2위` 등극…더 갈까"
629,4, 2021.07.09 16:13,"[증시이슈] ‘오딘’ 효과 카카오게임즈, 단기과열종목 지정에도 5%대 ..."
630,5, 2021.07.09 09:49,"[특징주]'무선통신 기기업체 인수' 카카오게임즈, 하락장에도 ‘선방’"
631,6, 2021.07.09 09:47,"카카오게임즈, 거리두기 단계 격상에도 2% 가까이 상승세"
632,7, 2021.07.09 09:31,"[특징주] 카카오게임즈, 코스닥 시총 2위 굳히기...오늘도 2% 강세"
633,8, 2021.07.09 09:27,"코스닥, 개인 `팔자`에 하락 출발…카카오게임즈 `강세`"
634,9, 2021.07.09 08:58,"카카오게임즈, 레저·스포츠 웨어러블 기업 세나테크놀로지 인수 [마켓인사..."
635,10, 2021.07.08 18:58,"카카오게임즈, 코스닥 시총 2위 됐다"
636,11, 2021.07.08 17:56,이달에만 39%…셀트리온제약 제친 카카오게임즈 하반기에 대형 신작 줄...
637,12, 2021.07.08 16:18,"‘오딘’ 업은 카카오게임즈, 코스닥 시총 2위… 카카오 지분 가치 2..."
638,13, 2021.07.08 16:10,"'오딘' 카카오게임즈, 셀트리온제약 제치고 시총 2위 목표가도 올랐다"
639,14, 2021.07.08 14:41,"카카오게임즈, 결국 셀트리온제약 제쳤다…시총 2위 등극"
640,15, 2021.07.08 14:11,"카카오게임즈, 오딘 열풍에 셀트리온제약 제치고 시총 2위"
641,16, 2021.07.08 13:51,"[특징주]카카오게임즈, 코스닥 시총 2위…‘오딘’ 열풍에 '강세'"
642,17, 2021.07.08 17:44,"카카오게임즈, 세나테크놀로지 인수…""스포츠 사업 확대"""
643,18, 2021.07.08 17:37,"카카오게임즈, 952억에 웨어러블 기기업체 인수"
644,19, 2021.07.08 17:16,"카카오게임즈, 스포츠 통신기기 업체 세나테크놀로지 인수"
645,20, 2021.07.08 17:02,"“일상의 게임화” 카카오게임즈, 웨어러블 스포츠 기기 업체 인수"
646,21, 2021.07.08 16:52,"카카오게임즈, 글로벌 레저 기술기업 950억에 산다"
647,22, 2021.07.08 16:51,"[시그널] 카카오게임즈, 무선 통신장비 제조사 세나테크놀로지 인수"
648,0, 2021.07.08 18:58,"카카오게임즈, 코스닥 시총 2위 됐다"
649,1, 2021.07.08 17:56,이달에만 39%…셀트리온제약 제친 카카오게임즈 하반기에 대형 신작 줄...
650,2, 2021.07.08 16:18,"‘오딘’ 업은 카카오게임즈, 코스닥 시총 2위… 카카오 지분 가치 2..."
651,3, 2021.07.08 16:10,"'오딘' 카카오게임즈, 셀트리온제약 제치고 시총 2위 목표가도 올랐다"
652,4, 2021.07.08 14:41,"카카오게임즈, 결국 셀트리온제약 제쳤다…시총 2위 등극"
653,5, 2021.07.08 14:11,"카카오게임즈, 오딘 열풍에 셀트리온제약 제치고 시총 2위"
654,6, 2021.07.08 13:51,"[특징주]카카오게임즈, 코스닥 시총 2위…‘오딘’ 열풍에 '강세'"
