,Unnamed: 0,날짜,기사제목
230,11, 2021.11.18 10:49,싸이월드 메타버스에 ‘IBK 도토리은행’ 문연다
231,12, 2021.11.18 10:24,"IBK기업은행, 싸이월드 메타버스 플랫폼에 ‘도토리은행’ 연다"
232,13, 2021.11.18 16:30,기업은행 영업점 방문 전 ‘네이버예약’ 된다
233,14, 2021.11.18 15:21,"기업은행, '영업점 방문예약 서비스' 실시"
234,15, 2021.11.18 15:14,"기업은행, ‘영업점 방문예약 서비스’ 실시"
235,16, 2021.11.18 15:10,"IBK기업은행, '영업점 방문 예약 서비스' 실시"
236,17, 2021.11.18 14:43,"IBK기업은행, ‘영업점 방문 예약 서비스’ 실시"
237,18, 2021.11.18 15:01,"[마켓인]성장금융, 700억 규모 'IBK혁신솔루션펀드 3차 사업' 모..."
238,19, 2021.11.18 11:11,IBK기업은행 ‘금융주치의 프로그램’ 가동
239,20, 2021.11.18 08:54,"기업은행, ‘IBK금융주치의 프로그램’ 시행"
240,21, 2021.11.18 09:38,"기업은행, ‘대출꺾기 의심 거래’에 화들짝..KPI에서 교차판매 삭제"
241,22, 2021.11.17 17:14,"기업은행, '금융주치의 프로그램' 서비스 시행"
242,23, 2021.11.17 15:56,"기업은행, 'IBK금융주치의 프로그램' 1단계 시행"
243,24, 2021.11.17 15:51,"기업은행, '윤종원표 혁신' 금융주치의 시행"
244,25, 2021.11.17 15:27,"기업 '건강검진' 나서는 기업은행, IBK금융주치의 프로그램 시행"
245,26, 2021.11.17 14:58,"기업은행, ‘IBK금융주치의 프로그램’ 1단계 시행"
246,27, 2021.11.17 14:57,"기업은행, 기업에 맞춤형 처방전 주는 '금융주치의' 프로그램 시행"
247,0, 2022.02.08 16:41,KB이어 기업은행도 사상 최대 실적…순익 2조4259억 달성
248,1, 2022.02.08 16:31,"IBK기업은행, 지난해 순익 2조4259억원…전년비 56%↑"
249,2, 2022.02.08 15:56,"기업은행, 지난해 순이익 2조4259억원…'사상 최대'"
