title,date
찬티특 : 맨날 좋은가격이니 사라고함 ㅋㅋ,2022.02.14 13:56
제2 린w 신작 5개공개,2022.02.14 13:56
빨리 4자에착륙하자,2022.02.14 13:54
신작 보면서 느낀점,2022.02.14 13:54
신규 게임 5종 계획 발표!!,2022.02.14 13:54
분기실적 안좋은가벼???ㅋㄱㅋㅋ,2022.02.14 13:54
애들아~ 팍 안 떨어지니깐 뭔가 있는 거 같아??,2022.02.14 13:53
적대적 M&A,2022.02.14 13:53
니들이뭔데 70층안온다고하냐,2022.02.14 13:50
니들이뭔데 70층간다고하냐,2022.02.14 13:52
왜 팍팍 안떨어짐?,2022.02.14 13:49
30만원 나만보이냐??,2022.02.14 13:48
외인 순매수 100억 넘어가겠네,2022.02.14 13:48
게임주 상승.. 엔씨는?? ㅋㅋ,2022.02.14 13:48
미래에셋.키움만 매도중,2022.02.14 13:48
형들 이거 왜 이렇게 안떨어지는거야?,2022.02.14 13:48
ahfw : 신저가 매수 개꿀띠,2022.02.14 13:48
내일기업 설명회끝나면 반등예상되니 매수 ㄱㄱㄱ,2022.02.14 13:47
아가리들 닥텨라,2022.02.14 13:47
기업 상태가 얼마나  나쁘면 오일머니 8천억이 들어왔는데도,2022.02.14 13:46
제2 로스트아크 tl,2022.02.14 13:46
성난 주주 달래기용 똥겜 발표 ㅋㅋㅋㅋ,2022.02.14 13:46
빙시소프트,2022.02.14 13:46
쓰레기도박장 망할때까지 기도한다,2022.02.14 13:45
마소가 블리자드 인수할줄 알았냐 ㅋ,2022.02.14 13:45
린w 55랩 실유저입니다,2022.02.14 13:44
찬티 니들 ?살대냐? 40대넘지? ,2022.02.14 13:44
투자받고 좋다고 ㅇ병떨더니?ㅋㅋㅋㅋㅋ,2022.02.14 13:44
사우디국부펀드 자금 600조임..그 의미..는,2022.02.14 13:44
juns야 말끝마다 ~~~~~붙이지마,2022.02.14 13:44
얼마나 주가 방어할 호재가 없으면 ,2022.02.14 13:44
폭포수 콸콸콸 가즈아아아아,2022.02.14 13:43
찬티들 니들은 사우디 걱정해야지,2022.02.14 13:42
엔씨 신작 제목 공개(스포주의),2022.02.14 13:41
게임주투자하려면적어도게임에대해서알아봐라,2022.02.14 13:40
사우디걱정을 누가했냐 ㅋㅋ,2022.02.14 13:40
전세계적 트렌드 게임회사 M&A,2022.02.14 13:40
NC이미지가 이 정도로 나락이 아니었으면,2022.02.14 13:40
확실하다찬티들 코스프레 맞음 ㅋㅋㅋㅋ,2022.02.14 13:38
찬티들아 제발 정신차려라 ㅋㅋㅋ,2022.02.14 13:38
신작을 5개나 내놓는다는데 왜 효과가없어 ㅋㅋㅋㅋ,2022.02.14 13:37
엔씨 오늘 신작게임발표 한것들 엄청난데요 ? ㄷㄷ,2022.02.14 13:37
틀탁체 구분법,2022.02.14 13:36
사우디가 과연 엔씨 살려줄려고 투자했을까?,2022.02.14 13:36
엔싸주가 유지된다쳐도오르는거는힘듬..,2022.02.14 13:36
사우디 장내매수로 엔씨지분 7%획득..적대적 M&A ??,2022.02.14 13:34
사우디가 엔씨를 인수해도,2022.02.14 13:33
한두번 속은거면 ,2022.02.14 13:33
"참 신기한게, 개미는 진짜 겁도 없고",2022.02.14 13:32
사우디가 엔씨 적대적 M&A로 인수할수도있네요...,2022.02.14 13:32
제발,2022.02.14 13:32
사우디가 엔씨를 왜 인수해 ㅋㅋ,2022.02.14 13:31
사우디는 산다면 넥슨을 사들이지 굳이 엔씨를?,2022.02.14 13:31
오전에 개미 꼬득이고,2022.02.14 13:29
"외인,기관 엔씨 매수중~",2022.02.14 13:29
흠,2022.02.14 13:28
사우디가 엔씨 아예 통으로 인수할수도있음...,2022.02.14 13:28
90층찬티 : 100간다 80층 절대안옴,2022.02.14 13:27
팩트 : 미래에셋 / 키움 개미 창구 물량...,2022.02.14 13:27
택진사장아 적어도bm혜자같이보이는겜하나는내놔야지,2022.02.14 13:26
레드나이츠 알지??ㅋㅋㅋㅋㅋ,2022.02.14 13:25
[삭제된 게시물의 답글]오를일이 없는 주식에 아직도 바지끄덩이 잡고,2022.02.14 13:24
실적 발표했다하면 폭락시키는대,2022.02.14 13:21
부들대는 찬티들아 어제한말 똑같이 해줄게 ㅋㅋㅋㅋㅋㅋㅋ,2022.02.14 13:21
ㅋ 종토방 꿈 야무지네,2022.02.14 13:21
신작? ㅋㅋㅋ 또 사기치네 ㅋㅋ,2022.02.14 13:19
기분이 좋네요,2022.02.14 13:19
신작게임 어마어마하네요...돈긁어모을듯ㄷㄷㄷ,2022.02.14 13:19
그림 몇장으로 신작 발표 ㅋㅋㅋ,2022.02.14 13:18
오일머니 사우디 엔씨소프트 인수한다면?,2022.02.14 13:17
신뢰 다 잃은 상태에서 신규게임 발표 ㅋㅋㅋ,2022.02.14 13:16
리니지w  상태안좋은데 모르고들 사시나보네 ;;,2022.02.14 13:16
은식이 불러라,2022.02.14 13:16
골드만이랑 모건 특 : 공매도 장인,2022.02.14 13:16
제2의 소니 엔씨소프트,2022.02.14 13:16
기업의신뢰는 곳 성장이다,2022.02.14 13:15
게임회사가 게임성으로 승부해야지,2022.02.14 13:15
한강~한강~,2022.02.14 13:14
주가가 2019년도로,2022.02.14 13:11
엔씨가 올 호재,2022.02.14 13:08
50층 철벽 방어 드갑니꽈?,2022.02.14 13:07
엔씨한테 단하나의 호재는,2022.02.14 13:07
4짜,2022.02.14 13:07
틀딱들아 이제는 놓아주자,2022.02.14 13:06
오늘.,2022.02.14 13:04
리니지인게 문제가 아닌데,2022.02.14 13:04
모건형 들어오면 ,2022.02.14 13:03
"♪( ´θ｀)ノ40만원 진입 환영?(????)?""",2022.02.14 13:03
이제 사명을 바꿀때도..NC소프트 아니쥬 NC사골국물 ㅋㅋㅋㅋㅋㅋㅋㅋ,2022.02.14 13:03
뭐가 이득인데?는 대가리에 든게 없으니 물려있지,2022.02.14 13:02
탈출도 지능순이라고 했다..,2022.02.14 13:00
엔씨가 망할수 밖에 없는 이유.,2022.02.14 12:56
엔씨가 망할 수가 없는 이유.,2022.02.14 13:20
막내야 또 속냐 ㅋㅋㅋㅋ,2022.02.14 12:55
미래에셋/키움 개미 물량....,2022.02.14 12:53
곧 있으면 주가가 싹 날아오른다,2022.02.14 12:53
엔씨신작발표 잘봤습니다,2022.02.14 12:52
지금은  관망  시기입니다,2022.02.14 12:52
니내나 엔씨나 똑같지,2022.02.14 12:51
개가 똥을 끊지,2022.02.14 12:50
아 니네들이 놀려대니까 주가 안오르자나 싸발 안티들아,2022.02.14 12:48
겜이 문제가 아니라 운영이 문제라니깐...,2022.02.14 12:48
차트쟁이가 바보가 되는 주,2022.02.14 12:47
주주분들 저평가에 흔들리지 말고 존버합시다 ,2022.02.14 12:47
쌍바닥은 못참지,2022.02.14 12:45
성장동력0 그래픽만바꿔서 빠징코 ,2022.02.14 12:45
리니지C [쇼케이스],2022.02.14 12:44
이 OOO은 IP 가 문제라고 착각하는거야 ㅋㅋㅋ,2022.02.14 12:44
엔씨소프트 신작,2022.02.14 12:44
NC벌에 미래가 없는이유,2022.02.14 12:43
사우디 긴급회의중....,2022.02.14 12:42
"회사 문닫게 생겨서 5종 쓰,,레기 발표 ㅋㅋㅋㅋ",2022.02.14 12:41
물리신분들,2022.02.14 12:41
100만간다는 choi의 과거,2022.02.14 12:40
모간 단타치로 왔나,2022.02.14 12:40
게임으로 돈버는시대는 지낫다 가상화폐해야,2022.02.14 12:40
5종도 미완성일테지 린땁처럼,2022.02.14 12:40
리니지 주요 고객층이 4050틀딱들인데,2022.02.14 12:39
공매도 세력 응징 - 한국 게임스탑,2022.02.14 12:39
신작나와봐야,2022.02.14 12:39
찬티들 신작 5종에 흥분했네?? ㅋㅋㅋ,2022.02.14 12:39
사우디도 물렸다며,2022.02.14 12:38
940주 이악물었다,2022.02.14 12:38
"""대박이다""ㆍ""미쳤다""ㆍ""넘사벽, 주식 사야 하나""...엔씨, 신작 5종 공개 '반응'",2022.02.14 12:37
신작 5개 공개,2022.02.14 12:37
지금 기도중인 choi 과거,2022.02.14 12:37
60도 그렇게 방어하다 무너졌는데 ㅋㅋㅋㅋ,2022.02.14 12:37
지금도 반쯤망했지만 [로아M] 나오면 진짜 엔씨 개망 아님?ㅋㅋ,2022.02.14 12:35
지금 최저점이라고 사야된다는 찬티들 말,2022.02.14 12:32
엔씨 = 쓰레기통,2022.02.14 12:32
빠칭코5종나온들 달라지냐 ㅎ,2022.02.14 12:31
근데 턴어라운드 맞다쳐도,2022.02.14 12:31
Nc비젼 없어.,2022.02.14 12:30
상식적으로,2022.02.14 12:29
엔씨직원4500명설마시설관리랑청소부같은거포함?,2022.02.14 12:28
메타버스에,2022.02.14 12:27
구라반등 속지말자,2022.02.14 12:27
오딘 리세마라로,2022.02.14 12:27
엔씨에 문의 하는 글,2022.02.14 12:26
리니지의 마지막은,2022.02.14 12:26
진짜 40층은 가기 싫나보다 ㅋㅋㅋㅋ,2022.02.14 12:26
뭐?,2022.02.14 12:25
이제 게임은 ,2022.02.14 12:25
소름이다ㅋㅋㅋ 50방어총력전하냐?,2022.02.14 12:25
실적? 언제 주가가 실적따라 움직였냐 ㅋㅋ,2022.02.14 12:24
ㅋㅋ 저번에도말햇지만 하도 안티하면 공매충이야기하네 ,2022.02.14 12:24
팡야M 은 어디갔는데? ㅅ?ㅋㅋㅋ,2022.02.14 12:24
엔씨가 신작발표 5개나 하는 이유,2022.02.14 12:24
황세자형님,2022.02.14 12:24
안티 공매견들이 아무리 짖어도 주가가 보여준다.,2022.02.14 12:24
안티들,2022.02.14 12:23
게임 기대가 됩니다.,2022.02.14 12:23
오늘 20주 추매는 잘한일,2022.02.14 12:23
개미들아 진격하라,2022.02.14 12:22
신작5종 이라니.,2022.02.14 12:19
프로젝트 E.R.M에 블소S ㅋㅋㅋㅋㅋㅋㅋ,2022.02.14 12:18
오후장 상한가 가도 안티분들 놀라지 마세요..,2022.02.14 12:18
슬슬 올라온다,2022.02.14 12:18
황세자 빡친데이,2022.02.14 12:17
리니지로 100년?  ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2022.02.14 12:15
이 주식 도망쳐라,2022.02.14 12:15
이회사 게임을 해보고 투자를 하셈.,2022.02.14 12:15
엔씨가 망하는 이유,2022.02.14 12:14
프로젝트M은 4년전 게임보다 못한거같은데? ㅋㅋㅋㅋ,2022.02.14 12:13
모바일 어플 매출 사이트 유료결제해서ㅠ보면,2022.02.14 12:13
사우디 왕자가 암살자 보내기전에,2022.02.14 12:13
ㅋㅋ NC발 소비자 개돼지 취급하는 미친 기업,2022.02.14 12:13
엔씨는,2022.02.14 12:13
엔씨의 기괴함3,2022.02.14 12:12
대단한게임 처럼홍보하고 까보면,2022.02.14 12:11
프로모션으로 자사 돈으로 매출 실적 올리는게,2022.02.14 12:11
리니지e  리니지r  리니지m  나온다면서 ㅋㅋㅋ,2022.02.14 12:10
넷마블 itam 코인 공포에 쫄지마라,2022.02.14 12:10
신작들 ㅋㅋ,2022.02.14 12:09
잘버티네 사회악기업,2022.02.14 12:09
